Type	Symbol	Name	ID	URL	Locus type	status
gene	BRIX1	biogenesis of ribosomes BRX1	HGNC:24170	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24170	Gene with protein product	Approved
gene	BRK1	BRICK1 subunit of SCAR/WAVE actin nucleating complex	HGNC:23057	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:23057	Gene with protein product	Approved
gene	BRME1	break repair meiotic recombinase recruitment factor 1	HGNC:28153	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28153	Gene with protein product	Approved
gene	BRMS1	BRMS1 transcriptional repressor and anoikis regulator	HGNC:17262	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:17262	Gene with protein product	Approved
gene	BRMS1L	BRMS1 like transcriptional repressor	HGNC:20512	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:20512	Gene with protein product	Approved
gene	BROX	BRO1 domain and CAAX motif containing	HGNC:26512	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26512	Gene with protein product	Approved
gene	BRPF1	bromodomain and PHD finger containing 1	HGNC:14255	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14255	Gene with protein product	Approved
gene	BRPF3	bromodomain and PHD finger containing 3	HGNC:14256	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14256	Gene with protein product	Approved
gene	BRS3	bombesin receptor subtype 3	HGNC:1113	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1113	Gene with protein product	Approved
gene	BRSK1	BR serine/threonine kinase 1	HGNC:18994	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:18994	Gene with protein product	Approved
gene	BRSK2	BR serine/threonine kinase 2	HGNC:11405	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11405	Gene with protein product	Approved
gene	BRWD1	bromodomain and WD repeat domain containing 1	HGNC:12760	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12760	Gene with protein product	Approved
gene	BRWD3	bromodomain and WD repeat domain containing 3	HGNC:17342	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:17342	Gene with protein product	Approved
gene	BSCL2	BSCL2 lipid droplet biogenesis associated, seipin	HGNC:15832	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:15832	Gene with protein product	Approved
gene	BSDC1	BSD domain containing 1	HGNC:25501	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25501	Gene with protein product	Approved
gene	BSG	basigin (Ok blood group)	HGNC:1116	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1116	Gene with protein product	Approved
gene	BSN	bassoon presynaptic cytomatrix protein	HGNC:1117	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1117	Gene with protein product	Approved
gene	BSND	barttin CLCNK type accessory subunit beta	HGNC:16512	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16512	Gene with protein product	Approved
gene	BSPH1	binder of sperm protein homolog 1	HGNC:33906	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33906	Gene with protein product	Approved
gene	BSPRY	B-box and SPRY domain containing	HGNC:18232	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:18232	Gene with protein product	Approved
gene	BST1	bone marrow stromal cell antigen 1	HGNC:1118	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1118	Gene with protein product	Approved
gene	BST2	bone marrow stromal cell antigen 2	HGNC:1119	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1119	Gene with protein product	Approved
gene	BSX	brain specific homeobox	HGNC:20450	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:20450	Gene with protein product	Approved
gene	BTAF1	B-TFIID TATA-box binding protein associated factor 1	HGNC:17307	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:17307	Gene with protein product	Approved
gene	BTBD1	BTB domain containing 1	HGNC:1120	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1120	Gene with protein product	Approved
gene	BTBD2	BTB domain containing 2	HGNC:15504	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:15504	Gene with protein product	Approved
gene	BTBD3	BTB domain containing 3	HGNC:15854	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:15854	Gene with protein product	Approved
gene	BTBD6	BTB domain containing 6	HGNC:19897	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19897	Gene with protein product	Approved
gene	BTBD7	BTB domain containing 7	HGNC:18269	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:18269	Gene with protein product	Approved
gene	BTBD8	BTB domain containing 8	HGNC:21019	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:21019	Gene with protein product	Approved
gene	BTBD9	BTB domain containing 9	HGNC:21228	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:21228	Gene with protein product	Approved
gene	BTBD10	BTB domain containing 10	HGNC:21445	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:21445	Gene with protein product	Approved
gene	BTBD11	BTB domain containing 11	HGNC:23844	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:23844	Gene with protein product	Approved
gene	BTBD16	BTB domain containing 16	HGNC:26340	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26340	Gene with protein product	Approved
gene	BTBD17	BTB domain containing 17	HGNC:33758	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33758	Gene with protein product	Approved
gene	BTBD18	BTB domain containing 18	HGNC:37214	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:37214	Gene with protein product	Approved
gene	BTBD19	BTB domain containing 19	HGNC:27145	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:27145	Gene with protein product	Approved
gene	BTC	betacellulin	HGNC:1121	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1121	Gene with protein product	Approved
gene	BTD	biotinidase	HGNC:1122	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1122	Gene with protein product	Approved
gene	BTF3	basic transcription factor 3	HGNC:1125	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1125	Gene with protein product	Approved
gene	BTF3L4	basic transcription factor 3 like 4	HGNC:30547	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:30547	Gene with protein product	Approved
gene	BTG1	BTG anti-proliferation factor 1	HGNC:1130	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1130	Gene with protein product	Approved
gene	BTG2	BTG anti-proliferation factor 2	HGNC:1131	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1131	Gene with protein product	Approved
gene	BTG3	BTG anti-proliferation factor 3	HGNC:1132	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1132	Gene with protein product	Approved
gene	BTG4	BTG anti-proliferation factor 4	HGNC:13862	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:13862	Gene with protein product	Approved
gene	BTK	Bruton tyrosine kinase	HGNC:1133	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1133	Gene with protein product	Approved
gene	BTLA	B and T lymphocyte associated	HGNC:21087	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:21087	Gene with protein product	Approved
gene	BTN1A1	butyrophilin subfamily 1 member A1	HGNC:1135	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1135	Gene with protein product	Approved
gene	BTN2A1	butyrophilin subfamily 2 member A1	HGNC:1136	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1136	Gene with protein product	Approved
gene	BTN2A2	butyrophilin subfamily 2 member A2	HGNC:1137	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1137	Gene with protein product	Approved
gene	BTN3A1	butyrophilin subfamily 3 member A1	HGNC:1138	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1138	Gene with protein product	Approved
gene	BTN3A2	butyrophilin subfamily 3 member A2	HGNC:1139	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1139	Gene with protein product	Approved
gene	BTN3A3	butyrophilin subfamily 3 member A3	HGNC:1140	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1140	Gene with protein product	Approved
gene	BTNL2	butyrophilin like 2	HGNC:1142	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1142	Gene with protein product	Approved
gene	BTNL3	butyrophilin like 3	HGNC:1143	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1143	Gene with protein product	Approved
gene	BTNL8	butyrophilin like 8	HGNC:26131	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26131	Gene with protein product	Approved
gene	BTNL9	butyrophilin like 9	HGNC:24176	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24176	Gene with protein product	Approved
gene	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase	HGNC:1144	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1144	Gene with protein product	Approved
gene	BUB1	BUB1 mitotic checkpoint serine/threonine kinase	HGNC:1148	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1148	Gene with protein product	Approved
gene	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	HGNC:1149	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1149	Gene with protein product	Approved
gene	BUB3	BUB3 mitotic checkpoint protein	HGNC:1151	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1151	Gene with protein product	Approved
gene	BUD13	BUD13 homolog	HGNC:28199	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28199	Gene with protein product	Approved
gene	BUD23	BUD23 rRNA methyltransferase and ribosome maturation factor	HGNC:16405	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16405	Gene with protein product	Approved
gene	BUD31	BUD31 homolog	HGNC:29629	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29629	Gene with protein product	Approved
gene	BVES	blood vessel epicardial substance	HGNC:1152	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1152	Gene with protein product	Approved
gene	BYSL	bystin like	HGNC:1157	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1157	Gene with protein product	Approved
gene	BZW1	basic leucine zipper and W2 domains 1	HGNC:18380	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:18380	Gene with protein product	Approved
gene	BZW2	basic leucine zipper and W2 domains 2	HGNC:18808	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:18808	Gene with protein product	Approved
gene	C1D	C1D nuclear receptor corepressor	HGNC:29911	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29911	Gene with protein product	Approved
gene	C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	HGNC:24337	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24337	Gene with protein product	Approved
gene	C1GALT1C1	C1GALT1 specific chaperone 1	HGNC:24338	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24338	Gene with protein product	Approved
gene	C1GALT1C1L	C1GALT1 specific chaperone 1 like	HGNC:51617	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:51617	Gene with protein product	Approved
gene	C1orf21	chromosome 1 open reading frame 21	HGNC:15494	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:15494	Gene with protein product	Approved
gene	C1orf35	chromosome 1 open reading frame 35	HGNC:19032	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19032	Gene with protein product	Approved
gene	C1orf43	chromosome 1 open reading frame 43	HGNC:29876	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29876	Gene with protein product	Approved
gene	C1orf50	chromosome 1 open reading frame 50	HGNC:28795	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28795	Gene with protein product	Approved
gene	C1orf52	chromosome 1 open reading frame 52	HGNC:24871	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24871	Gene with protein product	Approved
gene	C1orf53	chromosome 1 open reading frame 53	HGNC:30003	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:30003	Gene with protein product	Approved
gene	C1orf54	chromosome 1 open reading frame 54	HGNC:26258	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26258	Gene with protein product	Approved
gene	C1orf56	chromosome 1 open reading frame 56	HGNC:26045	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26045	Gene with protein product	Approved
gene	C1orf68	chromosome 1 open reading frame 68	HGNC:29468	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29468	Gene with protein product	Approved
gene	C1orf74	chromosome 1 open reading frame 74	HGNC:26319	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26319	Gene with protein product	Approved
gene	C1orf87	chromosome 1 open reading frame 87	HGNC:28547	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28547	Gene with protein product	Approved
gene	C1orf94	chromosome 1 open reading frame 94	HGNC:28250	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28250	Gene with protein product	Approved
gene	C1orf100	chromosome 1 open reading frame 100	HGNC:30435	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:30435	Gene with protein product	Approved
gene	C1orf105	chromosome 1 open reading frame 105	HGNC:29591	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29591	Gene with protein product	Approved
gene	C1orf109	chromosome 1 open reading frame 109	HGNC:26039	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26039	Gene with protein product	Approved
gene	C1orf112	chromosome 1 open reading frame 112	HGNC:25565	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25565	Gene with protein product	Approved
gene	C1orf115	chromosome 1 open reading frame 115	HGNC:25873	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25873	Gene with protein product	Approved
gene	C1orf116	chromosome 1 open reading frame 116	HGNC:28667	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28667	Gene with protein product	Approved
gene	C1orf122	chromosome 1 open reading frame 122	HGNC:24789	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24789	Gene with protein product	Approved
gene	C1orf127	chromosome 1 open reading frame 127	HGNC:26730	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26730	Gene with protein product	Approved
gene	C1orf131	chromosome 1 open reading frame 131	HGNC:25332	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25332	Gene with protein product	Approved
gene	C1orf141	chromosome 1 open reading frame 141	HGNC:32044	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32044	Gene with protein product	Approved
gene	C1orf146	chromosome 1 open reading frame 146	HGNC:24032	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24032	Gene with protein product	Approved
gene	C1orf158	chromosome 1 open reading frame 158	HGNC:28567	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28567	Gene with protein product	Approved
gene	C1orf159	chromosome 1 open reading frame 159	HGNC:26062	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26062	Gene with protein product	Approved
gene	C1orf162	chromosome 1 open reading frame 162	HGNC:28344	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28344	Gene with protein product	Approved
gene	C1orf167	chromosome 1 open reading frame 167	HGNC:25262	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25262	Gene with protein product	Approved
gene	C1orf174	chromosome 1 open reading frame 174	HGNC:27915	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:27915	Gene with protein product	Approved
gene	C1orf185	chromosome 1 open reading frame 185	HGNC:28096	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28096	Gene with protein product	Approved
gene	C1orf189	chromosome 1 open reading frame 189	HGNC:32305	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32305	Gene with protein product	Approved
gene	C1orf194	chromosome 1 open reading frame 194	HGNC:32331	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32331	Gene with protein product	Approved
gene	C1orf198	chromosome 1 open reading frame 198	HGNC:25900	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25900	Gene with protein product	Approved
gene	C1orf210	chromosome 1 open reading frame 210	HGNC:28755	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28755	Gene with protein product	Approved
gene	C1orf216	chromosome 1 open reading frame 216	HGNC:26800	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26800	Gene with protein product	Approved
gene	C1orf226	chromosome 1 open reading frame 226	HGNC:34351	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:34351	Gene with protein product	Approved
gene	C1orf232	chromosome 1 open reading frame 230	HGNC:53426	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53426	Gene with protein product	Approved
gene	C1QA	complement C1q A chain	HGNC:1241	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1241	Gene with protein product	Approved
gene	C1QB	complement C1q B chain	HGNC:1242	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1242	Gene with protein product	Approved
gene	C1QBP	complement C1q binding protein	HGNC:1243	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1243	Gene with protein product	Approved
gene	C1QC	complement C1q C chain	HGNC:1245	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1245	Gene with protein product	Approved
gene	C1QL1	complement C1q like 1	HGNC:24182	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24182	Gene with protein product	Approved
gene	C1QL2	complement C1q like 2	HGNC:24181	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24181	Gene with protein product	Approved
gene	C1QL3	complement C1q like 3	HGNC:19359	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19359	Gene with protein product	Approved
gene	C1QL4	complement C1q like 4	HGNC:31416	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:31416	Gene with protein product	Approved
gene	C1QTNF1	C1q and TNF related 1	HGNC:14324	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14324	Gene with protein product	Approved
gene	C1QTNF2	C1q and TNF related 2	HGNC:14325	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14325	Gene with protein product	Approved
gene	C1QTNF3	C1q and TNF related 3	HGNC:14326	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14326	Gene with protein product	Approved
gene	C1QTNF4	C1q and TNF related 4	HGNC:14346	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14346	Gene with protein product	Approved
gene	C1QTNF5	C1q and TNF related 5	HGNC:14344	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14344	Gene with protein product	Approved
gene	C1QTNF6	C1q and TNF related 6	HGNC:14343	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14343	Gene with protein product	Approved
gene	C1QTNF7	C1q and TNF related 7	HGNC:14342	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14342	Gene with protein product	Approved
gene	C1QTNF8	C1q and TNF related 8	HGNC:31374	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:31374	Gene with protein product	Approved
gene	C1QTNF9	C1q and TNF related 9	HGNC:28732	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28732	Gene with protein product	Approved
gene	C1QTNF9B	C1q and TNF related 9B	HGNC:34072	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:34072	Gene with protein product	Approved
gene	C1QTNF12	C1q and TNF related 12	HGNC:32308	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32308	Gene with protein product	Approved
gene	C1R	complement C1r	HGNC:1246	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1246	Gene with protein product	Approved
gene	C1RL	complement C1r subcomponent like	HGNC:21265	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:21265	Gene with protein product	Approved
gene	C1S	complement C1s	HGNC:1247	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1247	Gene with protein product	Approved
gene	C2	complement C2	HGNC:1248	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1248	Gene with protein product	Approved
gene	C2CD2	C2 calcium dependent domain containing 2	HGNC:1266	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1266	Gene with protein product	Approved
gene	C2CD2L	C2CD2 like	HGNC:29000	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29000	Gene with protein product	Approved
gene	C2CD3	C2 domain containing 3 centriole elongation regulator	HGNC:24564	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24564	Gene with protein product	Approved
gene	C2CD4A	C2 calcium dependent domain containing 4A	HGNC:33627	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33627	Gene with protein product	Approved
gene	C2CD4B	C2 calcium dependent domain containing 4B	HGNC:33628	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33628	Gene with protein product	Approved
gene	C2CD4C	C2 calcium dependent domain containing 4C	HGNC:29417	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29417	Gene with protein product	Approved
gene	C2CD4D	C2 calcium dependent domain containing 4D	HGNC:37210	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:37210	Gene with protein product	Approved
gene	C2CD5	C2 calcium dependent domain containing 5	HGNC:29062	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29062	Gene with protein product	Approved
gene	C2CD6	C2 calcium dependent domain containing 6	HGNC:14438	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14438	Gene with protein product	Approved
gene	C2orf15	chromosome 2 open reading frame 15	HGNC:28436	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28436	Gene with protein product	Approved
gene	C2orf16	chromosome 2 open reading frame 16	HGNC:25275	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25275	Gene with protein product	Approved
gene	C2orf42	chromosome 2 open reading frame 42	HGNC:26056	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26056	Gene with protein product	Approved
gene	C2orf49	chromosome 2 open reading frame 49	HGNC:28772	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28772	Gene with protein product	Approved
gene	C2orf50	chromosome 2 open reading frame 50	HGNC:26324	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26324	Gene with protein product	Approved
gene	C2orf66	chromosome 2 open reading frame 66	HGNC:33809	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33809	Gene with protein product	Approved
gene	C2orf68	chromosome 2 open reading frame 68	HGNC:34353	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:34353	Gene with protein product	Approved
gene	C2orf69	chromosome 2 open reading frame 69	HGNC:26799	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26799	Gene with protein product	Approved
gene	C2orf72	chromosome 2 open reading frame 72	HGNC:27418	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:27418	Gene with protein product	Approved
gene	C2orf73	chromosome 2 open reading frame 73	HGNC:26861	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26861	Gene with protein product	Approved
gene	C2orf74	chromosome 2 open reading frame 74	HGNC:34439	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:34439	Gene with protein product	Approved
gene	C2orf76	chromosome 2 open reading frame 76	HGNC:27017	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:27017	Gene with protein product	Approved
gene	C2orf78	chromosome 2 open reading frame 78	HGNC:34349	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:34349	Gene with protein product	Approved
gene	C2orf80	chromosome 2 open reading frame 80	HGNC:34352	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:34352	Gene with protein product	Approved
gene	C2orf81	chromosome 2 open reading frame 81	HGNC:34350	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:34350	Gene with protein product	Approved
gene	C2orf83	chromosome 2 open reading frame 83	HGNC:25344	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25344	Gene with protein product	Approved
gene	C2orf88	chromosome 2 open reading frame 88	HGNC:28191	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28191	Gene with protein product	Approved
gene	C2orf92	chromosome 2 open reading frame 92	HGNC:49272	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:49272	Gene with protein product	Approved
gene	C3	complement C3	HGNC:1318	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1318	Gene with protein product	Approved
gene	C3AR1	complement C3a receptor 1	HGNC:1319	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1319	Gene with protein product	Approved
gene	C3orf14	chromosome 3 open reading frame 14	HGNC:25024	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25024	Gene with protein product	Approved
gene	C3orf18	chromosome 3 open reading frame 18	HGNC:24837	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24837	Gene with protein product	Approved
gene	C3orf20	chromosome 3 open reading frame 20	HGNC:25320	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25320	Gene with protein product	Approved
gene	C3orf22	chromosome 3 open reading frame 22	HGNC:28534	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28534	Gene with protein product	Approved
gene	C3orf33	chromosome 3 open reading frame 33	HGNC:26434	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26434	Gene with protein product	Approved
gene	C3orf35	chromosome 3 open reading frame 35	HGNC:24082	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24082	Gene with protein product	Approved
gene	C3orf38	chromosome 3 open reading frame 38	HGNC:28384	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28384	Gene with protein product	Approved
gene	C3orf49	chromosome 3 open reading frame 49	HGNC:25190	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25190	Gene with protein product	Approved
gene	C3orf52	chromosome 3 open reading frame 52	HGNC:26255	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26255	Gene with protein product	Approved
gene	C3orf56	chromosome 3 open reading frame 56	HGNC:32481	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32481	Gene with protein product	Approved
